Locality,Zip Code,Type of Property,Subtype of Property,Price,Type of Sale,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Any Fireplace ?,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Url
Brasschaat,2930,House,villa,1195000,for-sale,4,284,1,0,1,0,,1,1880.0,0,1880,4.0,1953.0,C,236.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20289596
Woluwe-saint-pierre,1150,Apartment,apartment,390000,for-sale,2,81,1,0,0,1,4.0,0,,0,,,1957.0,D,196.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20304004
Oudenaarde,9700,House,house,274000,for-sale,4,182,0,0,0,0,,0,,0,750,2.0,1940.0,E,493.0,Good,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20183997
Onze-lieve-vrouw-waver,2861,House,house,835000,for-sale,5,335,0,0,0,0,,0,,0,12932,,1840.0,B,134.0,Good,https://www.immoweb.be/en/classified/house/for-sale/onze-lieve-vrouw-waver/2861/20309750
Alleur,4432,Apartment,apartment,219000,for-sale,2,98,0,0,0,1,6.0,0,,0,,3.0,2010.0,D,305.0,,https://www.immoweb.be/en/classified/apartment/for-sale/alleur/4432/20227250
Petit-enghien,7850,House,villa,545000,for-sale,4,220,0,0,0,0,,0,,0,1437,4.0,2013.0,B,119.0,,https://www.immoweb.be/en/classified/villa/for-sale/petit-enghien/7850/11176911
Zoersel,2980,House,house,775000,for-sale,4,350,0,0,0,0,,0,,0,3715,4.0,1993.0,C,226.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/zoersel/2980/20208758
Ixelles,1050,House,house,1200000,for-sale,2,200,0,0,0,1,12.0,1,80.0,0,338,2.0,1930.0,,,As new,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20217256
Antwerpen,2050,House,exceptional-property,446000,for-sale,3,121,0,0,0,0,,1,60.0,0,133,3.0,2019.0,A,76.0,As new,https://www.immoweb.be/en/classified/exceptional-property/for-sale/antwerpen/2050/20310223
Braine-lalleud,1420,House,house,275000,for-sale,3,100,1,0,0,1,15.0,1,141.0,0,190,2.0,1976.0,C,210.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/11487746
Laeken,1020,Apartment,apartment,220000,for-sale,2,74,1,0,0,0,,0,,0,,2.0,1958.0,G,625.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20265314
Zwevegem,8550,House,house,629000,for-sale,2,289,1,0,0,0,,0,,0,1034,4.0,1968.0,D,347.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8550/20305210
Tielt,8700,House,apartment-block,545000,for-sale,,260,1,0,0,0,,0,,0,93,,2006.0,A,90.0,To renovate,https://www.immoweb.be/en/classified/apartment-block/for-sale/tielt-8700/8700/20204060
Eeklo,9900,House,house,535000,for-sale,4,272,0,0,0,0,,0,,0,983,4.0,1969.0,B,134.0,As new,https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20239836
Elsene,1050,House,house,1200000,for-sale,5,202,0,0,0,1,9.0,1,20.0,0,,2.0,2025.0,,,Good,https://www.immoweb.be/en/classified/house/for-sale/elsene/1050/20026081
Gilly,6060,House,house,155000,for-sale,2,100,0,0,1,1,18.0,1,42.0,0,,2.0,1900.0,F,460.0,Good,https://www.immoweb.be/en/classified/house/for-sale/gilly/6060/20294152
Antwerpen,2060,House,house,275000,for-sale,3,183,1,0,0,0,,1,30.0,0,91,2.0,1919.0,F,568.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2060/20047039
Anderlecht,1070,Apartment,apartment,220000,for-sale,2,75,1,0,0,1,3.0,0,,0,,2.0,1950.0,D,210.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20186086
Liege,4000,Apartment,apartment,920000,for-sale,8,360,1,0,0,1,18.0,1,45.0,0,,3.0,2013.0,B,168.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20281160
Overijse,3090,House,villa,899000,for-sale,6,338,0,0,0,0,,0,,0,820,4.0,1975.0,F,720.0,,https://www.immoweb.be/en/classified/villa/for-sale/overijse/3090/20157760
Borgerhout,2140,Apartment,apartment,225000,for-sale,2,82,1,0,0,1,6.0,0,,0,,,1973.0,B,171.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20275567
Braine-lalleud,1420,House,house,285000,for-sale,3,140,1,0,0,1,21.0,1,128.0,0,205,2.0,1939.0,C,216.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/20013889
Schaerbeek,1030,House,mixed-use-building,950000,for-sale,5,1340,0,0,0,0,,0,,0,900,2.0,1930.0,G,391.0,To renovate,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/20303481
Kluisbergen,9690,House,mixed-use-building,545000,for-sale,6,340,0,1,0,1,29.0,0,,0,2444,2.0,1974.0,C,221.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/kluisbergen/9690/20232753
Zoersel-halle,2980,House,villa,525000,for-sale,4,257,1,0,0,0,,0,,1,1359,4.0,1980.0,D,310.0,,https://www.immoweb.be/en/classified/villa/for-sale/zoersel-halle/2980/20233065
Waterloo,1410,House,mixed-use-building,1350000,for-sale,3,710,0,0,0,0,,0,,0,944,4.0,1994.0,C,233.0,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/waterloo/1410/11489982
Blankenberge,8370,Apartment,apartment,245000,for-sale,2,100,0,0,0,0,,0,,0,,,,B,135.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20293498
Lier,2500,House,apartment-block,285000,for-sale,1,40,0,0,0,0,,0,,0,259,2.0,1949.0,D,332.0,Good,https://www.immoweb.be/en/classified/apartment-block/for-sale/lier/2500/20001200
Wemmel,1780,House,villa,1550000,for-sale,5,405,0,0,0,0,,1,1200.0,0,1433,4.0,2003.0,B,119.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/wemmel/1780/20301378
Herstal,4040,House,apartment-block,549000,for-sale,5,289,1,0,0,1,40.0,0,,0,163,2.0,2000.0,B,106.0,Good,https://www.immoweb.be/en/classified/apartment-block/for-sale/herstal/4040/20137283
Schaerbeek,1030,House,apartment-block,1450000,for-sale,11,547,0,0,0,1,6.0,0,,0,620,2.0,1900.0,C,141.0,Good,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/20281824
Kluisbergen,9690,House,mixed-use-building,545000,for-sale,6,340,0,1,0,1,29.0,0,,0,2444,2.0,1974.0,C,221.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/kluisbergen/9690/20232754
Elsene,1050,House,house,1200000,for-sale,5,207,0,0,0,1,9.0,1,29.0,0,,2.0,2025.0,,,Good,https://www.immoweb.be/en/classified/house/for-sale/elsene/1050/11243157
Zaventem,1930,Apartment,ground-floor,220000,for-sale,1,65,0,0,0,0,,0,,0,,,2006.0,B,165.0,As new,https://www.immoweb.be/en/classified/ground-floor/for-sale/zaventem/1930/20241478
Anderlecht,1070,Apartment,apartment,225000,for-sale,2,78,1,0,0,0,,0,,0,,4.0,2007.0,D,178.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20194883
Elsene,1050,House,house,1375000,for-sale,6,215,0,0,0,1,24.0,1,36.0,0,,2.0,2025.0,,,Good,https://www.immoweb.be/en/classified/house/for-sale/elsene/1050/20026096
Scherpenheuvel-zichem,3271,House,house,195000,for-sale,5,129,0,0,1,1,15.0,1,770.0,0,1020,3.0,1930.0,D,389.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/scherpenheuvel-zichem/3271/20306137
Uccle,1180,Apartment,apartment,229000,for-sale,1,65,1,0,0,0,,0,,0,,2.0,,G,893.0,To renovate,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20265887
Sint-lievens-houtem,9520,House,villa,549000,for-sale,4,210,1,0,0,0,,0,,0,3582,4.0,1983.0,F,701.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/sint-lievens-houtem/9520/20295563
Libramont-chevigny,6800,House,house,309000,for-sale,4,150,0,0,0,1,10.0,1,800.0,0,965,4.0,1967.0,E,422.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/20149825
Uccle,1180,House,apartment-block,895000,for-sale,2,450,1,0,0,0,,0,,0,,2.0,,,,Good,https://www.immoweb.be/en/classified/apartment-block/for-sale/uccle/1180/20271946
Gent,9000,House,apartment-block,549000,for-sale,3,220,1,0,0,0,,0,,0,71,,1966.0,F,633.0,To renovate,https://www.immoweb.be/en/classified/apartment-block/for-sale/gent/9000/11465217
Halle,1500,House,mixed-use-building,1590000,for-sale,12,602,0,0,0,0,,0,,0,,2.0,1965.0,,,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/halle/1500/20102757
Zwijndrecht,2070,House,house,349000,for-sale,5,160,0,0,0,0,,0,,0,301,,1948.0,F,638.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/zwijndrecht/2070/20305569
Kontich,2550,House,house,319000,for-sale,5,172,1,0,0,1,14.0,1,100.0,0,212,2.0,,D,342.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/kontich/2550/20233484
Fosses-la-ville,5070,House,villa,630000,for-sale,5,350,1,0,1,0,,0,,0,2800,4.0,1976.0,C,192.0,Just renovated,https://www.immoweb.be/en/classified/villa/for-sale/fosses-la-ville/5070/20296607
Gentbrugge,9050,House,house,549000,for-sale,4,205,1,0,0,1,25.0,0,,0,117,,,B,157.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/gentbrugge/9050/20208657
Knokke-heist,8300,House,house,1690000,for-sale,3,291,0,0,0,0,,0,,0,732,4.0,2022.0,,45.0,As new,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20233991
Destelbergen,9070,House,house,495000,for-sale,3,170,0,0,0,1,1.0,1,1.0,0,578,3.0,2016.0,A,,As new,https://www.immoweb.be/en/classified/house/for-sale/destelbergen/9070/20306764
Bruxelles,1120,Apartment,apartment,232000,for-sale,1,75,1,0,0,0,,0,,0,,2.0,1970.0,C,102.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1120/20200041
Waterloo,1410,House,house,350000,for-sale,2,120,1,0,0,0,,1,472.0,0,575,4.0,1954.0,G,522.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/20048216
Amay,4540,House,mixed-use-building,599000,for-sale,5,366,0,0,0,0,,0,,0,122,2.0,1930.0,B,154.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/amay/4540/20308170
Merelbeke,9820,House,house,549000,for-sale,4,205,1,0,0,1,25.0,0,,0,117,,,B,157.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20194984
Lauwe,8930,House,villa,1200000,for-sale,4,594,0,0,0,0,,0,,1,2263,4.0,2000.0,B,,As new,https://www.immoweb.be/en/classified/villa/for-sale/lauwe/8930/20294738
Londerzeel,1840,House,town-house,342000,for-sale,4,140,0,0,0,1,7.0,1,40.0,0,94,,2003.0,B,147.0,Good,https://www.immoweb.be/en/classified/town-house/for-sale/londerzeel/1840/20290153
Grimbergen,1850,House,castle,2250000,for-sale,10,850,1,0,0,0,,1,95000.0,0,95000,4.0,,,,To be done up,https://www.immoweb.be/en/classified/castle/for-sale/grimbergen/1850/11366667
Lubbeek,3210,House,house,355000,for-sale,3,120,1,0,0,0,,0,,0,261,2.0,1965.0,C,249.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/lubbeek/3210/20145023
Gooik,1755,House,house,229000,for-sale,2,146,1,0,0,0,,0,,0,1908,3.0,,F,526.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/gooik/1755/20283037
Gent,9000,House,house,1850000,for-sale,6,425,0,0,0,0,,0,,0,940,4.0,,B,,As new,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20222851
Bruxelles,1120,Apartment,apartment,235000,for-sale,2,75,1,0,0,1,4.0,0,,0,,2.0,1978.0,G,495.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1120/20268812
Gent,9000,House,house,1100000,for-sale,5,200,1,1,0,1,13.0,1,41.0,0,147,2.0,1963.0,A,90.0,As new,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20289915
Schoten,2900,House,house,549900,for-sale,7,281,1,0,0,0,,1,1000.0,0,1323,3.0,1962.0,C,296.0,Good,https://www.immoweb.be/en/classified/house/for-sale/schoten/2900/11369851
Tervuren,3080,House,house,2300000,for-sale,3,425,0,0,0,0,,1,2500.0,0,2700,4.0,,B,148.0,As new,https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/20021072
Antwerpen,2170,Apartment,apartment,192000,for-sale,2,70,1,0,0,1,3.0,0,,0,,4.0,1970.0,B,,Good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2170/20226731
Zelzate,9060,House,house,369000,for-sale,3,149,1,0,0,1,46.0,1,24.0,0,169,,1952.0,B,191.0,Good,https://www.immoweb.be/en/classified/house/for-sale/zelzate/9060/20241001
Nazareth,9810,House,house,535000,for-sale,3,356,1,0,0,0,,0,,0,730,4.0,2000.0,C,235.0,Good,https://www.immoweb.be/en/classified/house/for-sale/nazareth/9810/20301030
Aartselaar,2630,House,house,650000,for-sale,3,444,0,0,0,0,,0,,0,1323,,,D,361.0,,https://www.immoweb.be/en/classified/house/for-sale/aartselaar/2630/20276292
Uccle,1180,House,exceptional-property,2695000,for-sale,5,689,1,0,0,0,,0,,0,1578,4.0,1974.0,D,153.0,To be done up,https://www.immoweb.be/en/classified/exceptional-property/for-sale/uccle/1180/20230950
Enghien,7850,House,house,560000,for-sale,5,485,0,0,0,0,,0,,0,1535,2.0,1930.0,F,436.0,,https://www.immoweb.be/en/classified/house/for-sale/enghien/7850/20276134
Berchem-sainte-agathe,1082,Apartment,apartment,245000,for-sale,2,70,1,0,0,1,6.0,0,,0,,4.0,1958.0,C,121.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20261086
Rixensart,1330,House,house,595000,for-sale,4,209,0,0,1,1,9.0,0,,0,1160,4.0,1973.0,F,461.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/rixensart/1330/20122778
Arlon,6700,House,house,990000,for-sale,5,482,1,0,0,0,,0,,0,2157,4.0,,D,260.0,Good,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312744
Kortrijk,8500,House,house,465000,for-sale,3,191,0,0,0,0,,0,,0,230,,2016.0,A,96.0,,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20291832
Sint-jans-molenbeek,1080,Apartment,apartment,255000,for-sale,2,90,1,0,0,1,6.0,0,,0,,4.0,2008.0,B,86.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/20265661
Awans,4340,House,house,699000,for-sale,5,295,1,0,0,1,40.0,1,324.0,0,930,4.0,,D,328.0,As new,https://www.immoweb.be/en/classified/house/for-sale/awans/4340/20301057
Berlare,9290,Apartment,penthouse,1325000,for-sale,2,320,1,0,1,1,106.0,0,,0,,4.0,2014.0,B,168.0,,https://www.immoweb.be/en/classified/penthouse/for-sale/berlare/9290/20303645
Schoten,2900,House,house,3995000,for-sale,7,773,1,0,1,0,,0,,1,27097,4.0,2010.0,B,132.0,As new,https://www.immoweb.be/en/classified/house/for-sale/schoten/2900/11454048
Woluwe-saint-pierre,1150,House,villa,1385000,for-sale,4,260,1,0,0,1,72.0,1,460.0,0,547,4.0,1966.0,D,175.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/20206121
Belvaux,5580,House,house,429000,for-sale,3,166,1,0,0,1,15.0,1,1220.0,0,1220,4.0,1920.0,E,376.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/belvaux/5580/20291379
Wemmel,1780,House,mixed-use-building,625000,for-sale,7,266,0,0,0,0,,0,,0,304,3.0,1940.0,C,258.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wemmel/1780/20131507
Duffel,2570,House,villa,795000,for-sale,4,370,0,0,0,0,,1,2000.0,0,2500,4.0,1985.0,D,368.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/duffel/2570/20275999
Liege,4020,House,house,74000,for-sale,2,73,1,0,1,1,10.0,1,45.0,0,82,3.0,1899.0,F,475.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20184647
Edegem,2650,House,house,384950,for-sale,3,160,0,0,0,0,,1,70.0,0,170,2.0,1960.0,D,370.0,To be done up,https://www.immoweb.be/en/classified/house/for-sale/edegem/2650/20241609
Nivelles,1400,House,villa,1150000,for-sale,4,400,1,0,0,0,,1,3197.0,1,3497,4.0,2003.0,B,161.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/nivelles/1400/20221554
Vichte,8570,House,house,259500,for-sale,3,145,1,0,1,1,25.0,0,,0,150,2.0,,B,171.0,Good,https://www.immoweb.be/en/classified/house/for-sale/vichte/8570/20297887
Wemmel,1780,House,house,389000,for-sale,3,145,0,0,0,1,8.0,1,130.0,0,130,2.0,1950.0,B,159.0,Good,https://www.immoweb.be/en/classified/house/for-sale/wemmel/1780/10359415
Oostkamp,8020,House,house,246000,for-sale,4,116,0,0,1,0,,1,98.0,0,230,3.0,1918.0,E,464.0,Good,https://www.immoweb.be/en/classified/house/for-sale/oostkamp/8020/20282576
Herent,3020,House,house,630000,for-sale,4,240,0,0,0,1,25.0,1,203.0,0,324,,2024.0,A,,,https://www.immoweb.be/en/classified/house/for-sale/herent/3020/20310558
Lier,2500,House,house,595000,for-sale,5,345,0,0,0,0,,1,29.0,0,170,3.0,,E,490.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/lier/2500/20135596
Ixelles,1050,House,house,6700000,for-sale,10,1687,0,0,0,0,,1,880.0,0,,2.0,1920.0,E,,Good,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20080654
Trooz,4870,House,villa,398000,for-sale,4,162,1,0,1,0,,1,1127.0,0,1702,4.0,1991.0,F,479.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/trooz/4870/11347839
Knokke-heist,8300,House,house,4875000,for-sale,6,404,1,0,0,0,,0,,0,561,4.0,2020.0,A,74.0,Good,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20293477
Woluwe-saint-lambert,1200,Apartment,apartment,249000,for-sale,1,70,1,0,0,1,5.0,0,,0,,2.0,1930.0,G,694.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20166072
De-panne,8660,House,house,595000,for-sale,6,281,1,0,0,0,,0,,0,281,,1937.0,C,219.0,Just renovated,https://www.immoweb.be/en/classified/house/for-sale/de-panne/8660/11465232
Rhode-saint-genese,1640,House,villa,895000,for-sale,4,240,1,0,0,1,30.0,1,1400.0,0,1400,4.0,1988.0,B,198.0,To be done up,https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/20294921
Woluwe-saint-pierre,1150,House,villa,3950000,for-sale,8,555,1,0,0,1,100.0,1,2800.0,1,3588,4.0,1930.0,G,385.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/20068626
Deinze,9800,House,villa,695000,for-sale,3,385,1,0,0,1,124.0,1,1105.0,1,1811,4.0,1980.0,E,428.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/deinze/9800/20291312
Tienen,3300,Apartment,apartment,189500,for-sale,2,79,0,0,0,1,6.0,0,,0,,,1970.0,C,226.0,As new,https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/20306653
Forest,1190,House,house,4850000,for-sale,7,1300,1,0,0,0,,1,19.0,1,4895,4.0,1968.0,E,260.0,As new,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/20297611
Nieuwpoort,8620,House,villa,995000,for-sale,4,211,1,0,0,0,,0,,0,666,,1963.0,F,579.0,To renovate,https://www.immoweb.be/en/classified/villa/for-sale/nieuwpoort/8620/20252419
Borgerhout,2140,House,house,780000,for-sale,10,448,0,0,0,0,,0,,0,,,,D,335.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/11383191
Lubbeek,3210,House,villa,990000,for-sale,6,492,0,0,0,0,,0,,1,2435,4.0,2024.0,,,As new,https://www.immoweb.be/en/classified/villa/for-sale/lubbeek/3210/20272090
Juprelle,4450,House,house,330000,for-sale,3,125,1,0,0,1,53.0,1,563.0,0,670,3.0,1966.0,D,273.0,Good,https://www.immoweb.be/en/classified/house/for-sale/juprelle/4450/20290019
Charleroi-couillet,6010,House,house,150000,for-sale,4,121,0,0,0,0,,1,320.0,0,420,4.0,,G,515.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/charleroi-couillet/6010/20298752
Brussel,1000,Apartment,apartment,175000,for-sale,1,20,0,1,0,0,,0,,0,,,,F,314.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20255183
Bruxelles,1000,Apartment,flat-studio,135000,for-sale,1,23,1,0,0,0,,0,,0,,2.0,1999.0,E,236.0,Good,https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/20160346
Liege,4020,House,house,165000,for-sale,3,126,0,1,0,1,26.0,1,112.0,0,165,2.0,1850.0,D,325.0,Good,https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20096508
Wakken,8720,Apartment,apartment,149900,for-sale,1,62,1,0,0,0,,0,,0,,,1996.0,B,132.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/wakken/8720/20287602
Brussels,1000,Apartment,apartment,450000,for-sale,3,125,1,0,0,1,9.0,0,,0,,3.0,1904.0,G,367.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/brussels/1000/20195746
Schelle,2627,House,house,625000,for-sale,4,209,1,0,0,0,,0,,0,631,4.0,1994.0,B,176.0,Good,https://www.immoweb.be/en/classified/house/for-sale/schelle/2627/20302013
Halle,1500,Apartment,apartment,245000,for-sale,2,84,1,0,0,0,,0,,0,,,1994.0,B,159.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20200504
Knokke-zoute,8300,House,villa,6395000,for-sale,5,368,1,0,0,0,,0,,1,1143,4.0,1975.0,B,121.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/knokke-zoute/8300/20074685
Dendermonde,9200,House,house,539000,for-sale,4,306,1,0,0,0,,0,,0,594,4.0,1991.0,B,165.0,As new,https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/20254876
Gavere,9890,House,house,376463,for-sale,3,120,1,0,0,1,14.0,1,158.0,0,238,3.0,2025.0,,,As new,https://www.immoweb.be/en/classified/house/for-sale/gavere/9890/20294397
Knokke-heist-knokke,8300,House,villa,8900000,for-sale,5,893,1,0,0,0,,0,,0,1215,4.0,2020.0,A,80.0,As new,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist-knokke/8300/20078612
Izegem,8870,House,mixed-use-building,379000,for-sale,2,171,1,0,0,0,,0,,0,227,,,B,,Good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/izegem/8870/20295556
Uccle,1180,Apartment,apartment,259000,for-sale,1,75,0,0,0,0,,0,,0,,2.0,,G,634.0,To renovate,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20265877
Willebroek,2830,House,house,399000,for-sale,3,160,1,0,0,0,,0,,0,280,2.0,1973.0,C,204.0,Good,https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20143994
Ixelles,1050,Apartment,penthouse,1350000,for-sale,5,395,1,0,1,1,100.0,0,,0,,4.0,1992.0,C,140.0,As new,https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/20302285
Kapelle-op-den-bos,1880,House,house,599000,for-sale,2,230,0,0,1,0,,0,,0,10808,,1899.0,F,1078.0,To renovate,https://www.immoweb.be/en/classified/house/for-sale/kapelle-op-den-bos/1880/20231717
Knokke-heist,8300,House,villa,4950000,for-sale,7,316,0,0,1,0,,0,,0,1270,4.0,1968.0,E,456.0,Good,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/20241559
Gavere,9890,House,house,399189,for-sale,3,153,1,0,0,1,17.0,1,49.0,0,154,2.0,2025.0,,,As new,https://www.immoweb.be/en/classified/house/for-sale/gavere/9890/20294389
Uccle,1180,Apartment,apartment,259000,for-sale,1,75,1,0,0,0,,0,,0,,2.0,,G,579.0,To renovate,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20265854
Oudenaarde,9700,House,house,435000,for-sale,3,162,0,0,0,1,7.0,0,,0,725,3.0,2012.0,B,136.0,Good,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20192568
Meigem,9800,House,house,685000,for-sale,3,227,0,0,0,0,,0,,1,17251,,1918.0,E,495.0,Good,https://www.immoweb.be/en/classified/house/for-sale/meigem/9800/20304663
Neuville-en-condroz,4121,House,house,599000,for-sale,3,209,1,0,1,0,,0,,0,2489,4.0,2002.0,C,171.0,Good,https://www.immoweb.be/en/classified/house/for-sale/neuville-en-condroz/4121/20174464
Antwerpen,2000,Apartment,apartment,1250000,for-sale,3,272,1,0,0,0,,0,,0,,2.0,,B,176.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20212233
Bruxelles,1000,Apartment,apartment,690000,for-sale,4,281,1,0,0,0,,0,,0,,3.0,1918.0,E,211.0,Good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20251627
